"participants","sic_primary","date_announced","date_terminated","business_description","participant_nation","alliance_deal_name","alliance_sic_code","alliance_nation","status","type","ownership_structure","deal_number","participant_country","continent","participants_original","country_iso","city","nace_code","entity_type","employees_last_value","total_assets_eur","total_assets_usd","n_companies_group","n_shareholders","n_subsidiaries","roa","rd_ratio","export_ratio","export_revenue","long_term_debt","is_guo","is_controlled_sub","size_classification","orbis_match_type","participants_std","assignee","total_applications","granted_patents","avg_ipc_scope","avg_team_size","grant_success_rate","total_ipc_mentions","tech_specialist_hhi","patent_match_type"
"IBM Corp","3571","2013-08-02",NA,"Manufacture computer products","United States","BANK OF THE PHILIPPINE ISLANDS{BPI}/INTERNATIONAL BUSINESS MACHINES~CORP{IBM}-STRATEGIC ALLIANCE",7371,"Philippines","Completed/Signed","Strategic Alliance",NA,2552885045,"United States","Americas","IBM Corp","US","ARMONK",6201,"GUO",293400,132038753.122375,137175000,804,3699,397,4.391,11.918,NA,NA,48016192.1688102,1,0,"Very large company","matched","IBM ","IBM CORPORATION",73,73,1.05479452054795,3.6986301369863,1,77,0.504469556417608,"exact"
"LiquidCool Solutions Inc","7373","2013-08-29",NA,"Computer Systems Design Services","United States","LIQUIDCOOL SOLUTIONS INC/ DEDICATED COMPUTING LLC-STRATEGIC ALLIANCE",3679,"Supranational","Completed/Signed","Strategic Alliance",NA,2564095045,"United States","Americas","LiquidCool Solutions Inc","US","ROCHESTER",2620,"Single location",5,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,"Large company","matched","LIQUIDCOOL SOLUTIONS","LIQUIDCOOL SOLUTIONS, INC.",18,18,2.05555555555556,2.55555555555556,1,37,0.336742147552958,"exact"
"Dedicated Computing LLC","3571","2013-08-29",NA,"Manufacture computers","United States","LIQUIDCOOL SOLUTIONS INC/ DEDICATED COMPUTING LLC-STRATEGIC ALLIANCE",3679,"Supranational","Completed/Signed","Strategic Alliance",NA,2564095045,"United States","Americas","Dedicated Computing LLC","US","WILMINGTON",NA,"Single location",3,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,"Small company","matched","DEDICATED COMPUTING",NA,0,0,0,0,0,0,0,"unmatched"
"Monitise PLC","7372","2013-09-04",NA,"Provide mobile banking software development services","United Kingdom","MONITISE PLC/INTERNATIONAL BUSINESS MACHINES CORP{IBM}-STRATEGIC ALLIANCE",7372,"Supranational","Completed/Signed","Strategic Alliance",NA,2564337045,"United Kingdom","Europe","Monitise PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","MONITISE",NA,0,0,0,0,0,0,0,"unmatched"
"IBM Corp","3571","2013-09-04",NA,"Manufacture computer products","United States","MONITISE PLC/INTERNATIONAL BUSINESS MACHINES CORP{IBM}-STRATEGIC ALLIANCE",7372,"Supranational","Completed/Signed","Strategic Alliance",NA,2564337045,"United States","Americas","IBM Corp","US","ARMONK",6201,"GUO",293400,132038753.122375,137175000,804,3699,397,4.391,11.918,NA,NA,48016192.1688102,1,0,"Very large company","matched","IBM ","IBM CORPORATION",73,73,1.05479452054795,3.6986301369863,1,77,0.504469556417608,"exact"
"IBM Corp","3571","2013-09-10",NA,"Manufacture computer products","United States","INTERNATIONAL BUSINESS MACHINES CORP{IBM}/CONTINENTAL AG-STRATEGIC~ALLIANCE",7372,"Supranational","Completed/Signed","Strategic Alliance",NA,2565111045,"United States","Americas","IBM Corp","US","ARMONK",6201,"GUO",293400,132038753.122375,137175000,804,3699,397,4.391,11.918,NA,NA,48016192.1688102,1,0,"Very large company","matched","IBM ","IBM CORPORATION",73,73,1.05479452054795,3.6986301369863,1,77,0.504469556417608,"exact"
"Continental AG","3714","2013-09-10",NA,"Manufactures and wholesales automotive components","Germany","INTERNATIONAL BUSINESS MACHINES CORP{IBM}/CONTINENTAL AG-STRATEGIC~ALLIANCE",7372,"Supranational","Completed/Signed","Strategic Alliance",NA,2565111045,"Germany","Europe","Continental AG","DE","HANNOVER",2211,"GUO",190159,36966000,38403960.4289532,498,110,465,3.16,9.827,NA,NA,4112000,1,0,"Very large company","matched","CONTINENTAL","CONTINENTAL AG",226,226,0.955752212389381,2.62389380530973,1,216,0.351508916323731,"exact"
"IBM Corp","3571","2013-10-29",NA,"Manufacture computer products","United States","INTERNATIONAL BUSINESS/READSOFT AB-STRATEGIC ALLIANCE",7372,"Supranational","Completed/Signed","Strategic Alliance",NA,2971427045,"United States","Americas","IBM Corp","US","ARMONK",6201,"GUO",293400,132038753.122375,137175000,804,3699,397,4.391,11.918,NA,NA,48016192.1688102,1,0,"Very large company","matched","IBM ","IBM CORPORATION",73,73,1.05479452054795,3.6986301369863,1,77,0.504469556417608,"exact"
"ReadSoft AB","7372","2013-10-29",NA,"Dvlp,whl automation software","Sweden","INTERNATIONAL BUSINESS/READSOFT AB-STRATEGIC ALLIANCE",7372,"Supranational","Completed/Signed","Strategic Alliance",NA,2971427045,"Sweden","Europe","ReadSoft AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","READSOFT",NA,0,0,0,0,0,0,0,"unmatched"
"Extreme Networks Inc","7372","2013-11-18",NA,"Develops Ethernet solutions","United States","EXTREME NETWORKS INC/RACKABLE SYSTEMS INC-STRATEGIC ALLIANCE",3669,"Supranational","Completed/Signed","Strategic Alliance",NA,2586007045,"United States","Americas","Extreme Networks Inc","US","MORRISVILLE",2630,"GUO",2811,983974.060041589,1153218,37,388,47,-0.647,19.425,NA,NA,139696.197081774,1,0,"Very large company","matched","EXTREME NETWORKS","EXTREME NETWORKS, INC.",349,349,1.15186246418338,3.08022922636103,1,402,0.590121531645256,"exact"
"Silicon Graphics International","3571","2013-11-18",NA,"Mnfr,whl server,storage prod","United States","EXTREME NETWORKS INC/RACKABLE SYSTEMS INC-STRATEGIC ALLIANCE",3669,"Supranational","Completed/Signed","Strategic Alliance",NA,2586007045,"United States","Americas","Silicon Graphics International","US","WILMINGTON",2620,"Controlled subs.",1100,320779.125171359,356129,377,1,14,-3.139,9.113,NA,NA,54694.6472729131,0,1,"Very large company","matched","SILICON GRAPHICS INTERNATIONAL","SILICON GRAPHICS INTERNATIONAL CORP.",105,106,1.25471698113208,2.23584905660377,1.00952380952381,133,0.556334445135395,"fuzzy"
"Bharat Light & Power Pvt Ltd","499A","2013-11-19",NA,"Alternative Energy Services","India","BHARAT LIGHT & POWER/IBM CORP-STRATEGIC ALLIANCE",4911,"India","Completed/Signed","Strategic Alliance",NA,2585969045,"India","Asia","Bharat Light & Power Pvt Ltd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","BHARAT LIGHT & POWER PVT",NA,0,0,0,0,0,0,0,"unmatched"
"IBM Corp","3571","2013-11-19",NA,"Manufacture computer products","United States","BHARAT LIGHT & POWER/IBM CORP-STRATEGIC ALLIANCE",4911,"India","Completed/Signed","Strategic Alliance",NA,2585969045,"United States","Americas","IBM Corp","US","ARMONK",6201,"GUO",293400,132038753.122375,137175000,804,3699,397,4.391,11.918,NA,NA,48016192.1688102,1,0,"Very large company","matched","IBM ","IBM CORPORATION",73,73,1.05479452054795,3.6986301369863,1,77,0.504469556417608,"exact"
"YLZ Info Tech Co Ltd","7376","2013-11-29",NA,"Software Publishers","China","YLZ INFORMATION TECHNOLOGY CO LTD/INTERNATIONAL BUSINESS MACHINES~CORP-STRATEGIC ALLIANCE",7372,"China","Completed/Signed","Strategic Alliance",NA,2589759045,"China","Asia","YLZ Info Tech Co Ltd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","YLZ INFO TECH ",NA,0,0,0,0,0,0,0,"unmatched"
"IBM Corp","3571","2013-11-29",NA,"Manufacture computer products","United States","YLZ INFORMATION TECHNOLOGY CO LTD/INTERNATIONAL BUSINESS MACHINES~CORP-STRATEGIC ALLIANCE",7372,"China","Completed/Signed","Strategic Alliance",NA,2589759045,"United States","Americas","IBM Corp","US","ARMONK",6201,"GUO",293400,132038753.122375,137175000,804,3699,397,4.391,11.918,NA,NA,48016192.1688102,1,0,"Very large company","matched","IBM ","IBM CORPORATION",73,73,1.05479452054795,3.6986301369863,1,77,0.504469556417608,"exact"
"Dell Inc","3571","2013-12-12",NA,"Manufactures and wholesales computers","United States","DELL INC/DROPBOX INC-STRATEGIC ALLIANCE",7372,"United States","Completed/Signed","Strategic Alliance",NA,2955827045,"United States","Americas","Dell Inc","US","ROUND ROCK",2620,"Controlled subs.",111300,35084870.3548407,47540000,715,1,311,4.989,1.883,NA,NA,3868634.63189052,0,1,"Very large company","matched","DELL","DELL INC.",5,5,1.2,3,1,6,0.555555555555556,"exact"
"Dropbox Inc","7375","2013-12-12",NA,"Pvd information retrieval svcs","United States","DELL INC/DROPBOX INC-STRATEGIC ALLIANCE",7372,"United States","Completed/Signed","Strategic Alliance",NA,2955827045,"United States","Americas","Dropbox Inc","US","SAN FRANCISCO",5829,"Controlled subs.",2204,3200694.45513046,3325200,28,168,25,13.602,35.904,NA,NA,2452595.17372561,0,1,"Very large company","matched","DROPBOX","DROPBOX, INC.",1007,1011,1.52917903066271,3.34223541048467,1.00397219463754,1546,0.518056027406201,"exact"
"IBM Corp","3571","2014-02-06",NA,"Manufacture computer products","United States","INTERNATIONAL BUSINESS MACHINES/AUTOBUSES DE ORIENTE-STRATEGIC ALLIANCE",7371,"United States","Completed/Signed","Strategic Alliance",NA,2626246045,"United States","Americas","IBM Corp","US","ARMONK",6201,"GUO",293400,132038753.122375,137175000,804,3699,397,4.391,11.918,NA,NA,48016192.1688102,1,0,"Very large company","matched","IBM ","IBM CORPORATION",73,73,1.05479452054795,3.6986301369863,1,77,0.504469556417608,"exact"
"Autobuses de Oriente ADO SA","4131","2014-02-06",NA,"Interurban and Rural Bus Transportation","Mexico","INTERNATIONAL BUSINESS MACHINES/AUTOBUSES DE ORIENTE-STRATEGIC ALLIANCE",7371,"United States","Completed/Signed","Strategic Alliance",NA,2626246045,"Mexico","Americas","Autobuses de Oriente ADO SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","AUTOBUSES DE ORIENTE ADO",NA,0,0,0,0,0,0,0,"unmatched"
"Hewlett Packard Co","3571","2014-02-14",NA,"Mnfr,whl computer equipment","United States","HEWLETT PACKARD CO/GAGA SPORTS & ENTERTAINMENT INC-STRATEGIC ALLIANCE",7371,"United States","Completed/Signed","Strategic Alliance",NA,2635508045,"United States","Americas","Hewlett Packard Co",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","HEWLETT PACKARD ",NA,0,0,0,0,0,0,0,"unmatched"
"GAGA Sports & Entertainment","8742","2014-02-14",NA,"Marketing Consulting Services","United States","HEWLETT PACKARD CO/GAGA SPORTS & ENTERTAINMENT INC-STRATEGIC ALLIANCE",7371,"United States","Completed/Signed","Strategic Alliance",NA,2635508045,"United States","Americas","GAGA Sports & Entertainment","US","NOVATO",9002,"Branch location",7,NA,NA,0,1,0,NA,NA,NA,NA,NA,0,0,"Medium sized company","matched","GAGA SPORTS & ENTERTAINMENT",NA,0,0,0,0,0,0,0,"unmatched"
"AT&T Inc","4813","2014-02-18",NA,"Provides telecommunications, media and technology services","United States","AT&T INC/IBM CORP-STRATEGIC ALLIANCE",4813,"Supranational","Completed/Signed","Strategic Alliance",NA,2623308045,"United States","Americas","AT&T Inc","US","DALLAS",6190,"GUO",140990,380012681.166014,394795000,1471,3196,824,2.722,0.781,NA,NA,114008135.856194,1,0,"Very large company","matched","AT&T","AT&T CORP.",2523,2524,1.04278922345483,2.71830427892235,1.00039635354736,2631,0.503548675045264,"fuzzy"
"IBM Corp","3571","2014-02-18",NA,"Manufacture computer products","United States","AT&T INC/IBM CORP-STRATEGIC ALLIANCE",4813,"Supranational","Completed/Signed","Strategic Alliance",NA,2623308045,"United States","Americas","IBM Corp","US","ARMONK",6201,"GUO",293400,132038753.122375,137175000,804,3699,397,4.391,11.918,NA,NA,48016192.1688102,1,0,"Very large company","matched","IBM ","IBM CORPORATION",73,73,1.05479452054795,3.6986301369863,1,77,0.504469556417608,"exact"
"Ingram Micro Inc","5045","2014-02-24",NA,"Wholesale computer software products","United States","INGRAM MICRO INC/DELL INC-STRATEGIC ALLIANCE",7374,"United States","Completed/Signed","Strategic Alliance",NA,2640398045,"United States","Americas","Ingram Micro Inc","US","IRVINE",4651,"Controlled subs.",NA,14004500.7017531,17184913,332,1,42,3.749,NA,NA,NA,759171.650111841,0,1,"Very large company","matched","INGRAM MICRO","INGRAM MICRO INC.",17,17,1.47058823529412,3.05882352941176,1,25,0.4752,"exact"
"Ingram Micro Inc","5045","2014-02-24",NA,"Wholesale computer software products","United States","INGRAM MICRO INC/DELL INC-STRATEGIC ALLIANCE",7374,"United States","Completed/Signed","Strategic Alliance",NA,2640398045,"United States","Americas","Ingram Micro Inc","US","IRVINE",4651,"Controlled subs.",NA,14004500.7017531,17184913,332,1,42,3.749,NA,NA,NA,759171.650111841,0,1,"Very large company","matched","INGRAM MICRO","INGRAM MICRO S.R.L.",2,2,1,2,1,2,1,"exact"
"Dell Inc","3571","2014-02-24",NA,"Manufactures and wholesales computers","United States","INGRAM MICRO INC/DELL INC-STRATEGIC ALLIANCE",7374,"United States","Completed/Signed","Strategic Alliance",NA,2640398045,"United States","Americas","Dell Inc","US","ROUND ROCK",2620,"Controlled subs.",111300,35084870.3548407,47540000,715,1,311,4.989,1.883,NA,NA,3868634.63189052,0,1,"Very large company","matched","DELL","DELL INC.",5,5,1.2,3,1,6,0.555555555555556,"exact"
"AT&T Inc","4813","2014-02-25",NA,"Provides telecommunications, media and technology services","United States","AT&T INC/IBM CORP-STRATEGIC ALLIANCE",7375,"","Completed/Signed","Strategic Alliance",NA,2623320045,"United States","Americas","AT&T Inc","US","DALLAS",6190,"GUO",140990,380012681.166014,394795000,1471,3196,824,2.722,0.781,NA,NA,114008135.856194,1,0,"Very large company","matched","AT&T","AT&T CORP.",2523,2524,1.04278922345483,2.71830427892235,1.00039635354736,2631,0.503548675045264,"fuzzy"
"IBM Corp","3571","2014-02-25",NA,"Manufacture computer products","United States","AT&T INC/IBM CORP-STRATEGIC ALLIANCE",7375,"","Completed/Signed","Strategic Alliance",NA,2623320045,"United States","Americas","IBM Corp","US","ARMONK",6201,"GUO",293400,132038753.122375,137175000,804,3699,397,4.391,11.918,NA,NA,48016192.1688102,1,0,"Very large company","matched","IBM ","IBM CORPORATION",73,73,1.05479452054795,3.6986301369863,1,77,0.504469556417608,"exact"
"Volvo AB","3711","2014-03-03",NA,"Mnfr,whl motor vehicles,parts","Sweden","APPLE COMPUTER INC/VOLVO AB-STRATEGIC ALLIANCE",7372,"Supranational","Completed/Signed","Strategic Alliance",NA,2617163045,"Sweden","Europe","Volvo AB","SE","GOTEBORG",2910,"Controlled subs.",44413,33880479.1354748,35198414.2193571,807,76,73,3.967,2.003,NA,NA,2657833.20038127,0,1,"Very large company","matched","VOLVO","VOLVO AB",1,1,1,2,1,1,1,"exact"
"Apple Inc","3571","2014-03-03",NA,"Electronic Computer Manufacturing","United States","APPLE COMPUTER INC/VOLVO AB-STRATEGIC ALLIANCE",7372,"Supranational","Completed/Signed","Strategic Alliance",NA,2617163045,"United States","Americas","Apple Inc","US","CUPERTINO",2620,"GUO",164000,305971309.417227,359241000,130,5957,81,31.18,8.302,NA,NA,66713211.2538172,1,0,"Very large company","matched","APPLE","APPLE INC.",35464,35595,1.13906447534766,4.90189633375474,1.0036938867584,40544,0.427966942401026,"exact"
"IBM Corp","3571","2014-03-25",NA,"Manufacture computer products","United States","PITNEY BOWES INC/IBM CORP-STRATEGIC ALLIANCE",3579,"Supranational","Completed/Signed","Strategic Alliance",NA,2622195045,"United States","Americas","IBM Corp","US","ARMONK",6201,"GUO",293400,132038753.122375,137175000,804,3699,397,4.391,11.918,NA,NA,48016192.1688102,1,0,"Very large company","matched","IBM ","IBM CORPORATION",73,73,1.05479452054795,3.6986301369863,1,77,0.504469556417608,"exact"
"Pitney Bowes Inc","3579","2014-03-25",NA,"Manufacture postage meters","United States","PITNEY BOWES INC/IBM CORP-STRATEGIC ALLIANCE",3579,"Supranational","Completed/Signed","Strategic Alliance",NA,2622195045,"United States","Americas","Pitney Bowes Inc","US","STAMFORD",2823,"GUO",7200,3270302.72537502,3397516,227,421,211,-5.993,1.577,NA,NA,1819341.4527457,1,0,"Very large company","matched","PITNEY BOWES","PITNEY BOWES INC.",1258,1259,1.06354249404289,2.7561556791104,1.00079491255962,1339,0.40508923706064,"exact"
"Autobuses de Oriente ADO SA","4131","2014-04-07",NA,"Interurban and Rural Bus Transportation","Mexico","IBM CORP/AUTOBUSES DE ORIENTE-STRATEGIC ALLIANCE",7371,"Supranational","Completed/Signed","Strategic Alliance",NA,2626334045,"Mexico","Americas","Autobuses de Oriente ADO SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","AUTOBUSES DE ORIENTE ADO",NA,0,0,0,0,0,0,0,"unmatched"
"IBM Corp","3571","2014-04-07",NA,"Manufacture computer products","United States","IBM CORP/AUTOBUSES DE ORIENTE-STRATEGIC ALLIANCE",7371,"Supranational","Completed/Signed","Strategic Alliance",NA,2626334045,"United States","Americas","IBM Corp","US","ARMONK",6201,"GUO",293400,132038753.122375,137175000,804,3699,397,4.391,11.918,NA,NA,48016192.1688102,1,0,"Very large company","matched","IBM ","IBM CORPORATION",73,73,1.05479452054795,3.6986301369863,1,77,0.504469556417608,"exact"
"Alpine Labs","3571","2014-04-27",NA,"Multi-media company","United States","ALPINE LABS/BLACKBOXTV-STRATEGIC ALLIANCE",5099,"United States","Completed/Signed","Strategic Alliance",NA,2973045045,"United States","Americas","Alpine Labs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","ALPINE LABS",NA,0,0,0,0,0,0,0,"unmatched"
"BlackBoxTV","4833","2014-04-27",NA,"Own,operate television stations","United States","ALPINE LABS/BLACKBOXTV-STRATEGIC ALLIANCE",5099,"United States","Completed/Signed","Strategic Alliance",NA,2973045045,"United States","Americas","BlackBoxTV","US","SPOKANE",NA,"Single location",3,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,"Small company","matched","BLACKBOXTV",NA,0,0,0,0,0,0,0,"unmatched"
"Mellanox Technologies Ltd","3674","2014-05-05",NA,"Mnfr,whl sinterconnect prod","Israel","MELLANOX TECHNOLOGIES LTD/NCS TECHNOLOGIES INC-STRATEGIC ALLIANCE",7373,"Supranational","Completed/Signed","Strategic Alliance",NA,2955869045,"Israel","Asia","Mellanox Technologies Ltd","IL","YOKNEAM",2611,"Controlled subs.",2777,1886940.78337853,2119789,89,1,36,9.675,31.18,NA,NA,0,0,1,"Very large company","matched","MELLANOX TECHNOLOGY","MELLANOX TECHNOLOGIES, LTD.",711,713,1.26367461430575,3.8765778401122,1.0028129395218,901,0.486751063376369,"exact"
"NCS Technologies Inc","3571","2014-05-05",NA,"Mnfr,whl desktops,notebooks","United States","MELLANOX TECHNOLOGIES LTD/NCS TECHNOLOGIES INC-STRATEGIC ALLIANCE",7373,"Supranational","Completed/Signed","Strategic Alliance",NA,2955869045,"United States","Americas","NCS Technologies Inc","US","GAINESVILLE",2620,"Independent co",75,NA,NA,0,1,0,NA,NA,NA,NA,NA,0,0,"Very large company","matched","NCS TECHNOLOGY","NCS TECHNOLOGIES, INC.",7,7,1.42857142857143,6.14285714285714,1,10,0.52,"exact"
"Concur Technologies Inc","7372","2014-05-06",NA,"Develop expense mgmt software","United States","CONCUR TECHNOLOGIES INC/IBM CORP-STRATEGIC ALLIANCE",7371,"Supranational","Completed/Signed","Strategic Alliance",NA,2640637045,"United States","Americas","Concur Technologies Inc","US","BELLEVUE",5829,"Controlled subs.",4900,1506906.06417615,1896140,479,2,37,-6.239,12.435,NA,NA,319788.586899617,0,1,"Very large company","matched","CONCUR TECHNOLOGY","CONCUR TECHNOLOGIES",13,13,1.07692307692308,4.30769230769231,1,14,0.86734693877551,"exact"
"IBM Corp","3571","2014-05-06",NA,"Manufacture computer products","United States","CONCUR TECHNOLOGIES INC/IBM CORP-STRATEGIC ALLIANCE",7371,"Supranational","Completed/Signed","Strategic Alliance",NA,2640637045,"United States","Americas","IBM Corp","US","ARMONK",6201,"GUO",293400,132038753.122375,137175000,804,3699,397,4.391,11.918,NA,NA,48016192.1688102,1,0,"Very large company","matched","IBM ","IBM CORPORATION",73,73,1.05479452054795,3.6986301369863,1,77,0.504469556417608,"exact"
"BPC Banking Technologies","6289","2014-05-08",NA,"Provide financial services","Switzerland","BPC BANKING TECHNOLOGIES/HP INC-STRATEGIC ALLIANCE",7373,"Switzerland","Completed/Signed","Strategic Alliance",NA,2953681045,"Switzerland","Europe","BPC Banking Technologies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","BPC BANKING TECHNOLOGY",NA,0,0,0,0,0,0,0,"unmatched"
"Hewlett Packard Co","3571","2014-05-08",NA,"Mnfr,whl computer equipment","United States","BPC BANKING TECHNOLOGIES/HP INC-STRATEGIC ALLIANCE",7373,"Switzerland","Completed/Signed","Strategic Alliance",NA,2953681045,"United States","Americas","Hewlett Packard Co",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","HEWLETT PACKARD ",NA,0,0,0,0,0,0,0,"unmatched"
"NiSource Inc","4931","2014-05-13",NA,"Pvd gas transmission services","United States","INTERNATIONAL BUSINESS MACHINES CORP/NISOURCE INC-STRATEGIC ALLIANCE",7371,"United States","Completed/Signed","Strategic Alliance",NA,2637087045,"United States","Americas","NiSource Inc","US","MERRILLVILLE",3512,"GUO",7746,30597857.394783,31788100,82,996,67,2.371,NA,NA,NA,11622394.2013932,1,0,"Very large company","matched","NISOURCE",NA,0,0,0,0,0,0,0,"unmatched"
"IBM Corp","3571","2014-05-13",NA,"Manufacture computer products","United States","INTERNATIONAL BUSINESS MACHINES CORP/NISOURCE INC-STRATEGIC ALLIANCE",7371,"United States","Completed/Signed","Strategic Alliance",NA,2637087045,"United States","Americas","IBM Corp","US","ARMONK",6201,"GUO",293400,132038753.122375,137175000,804,3699,397,4.391,11.918,NA,NA,48016192.1688102,1,0,"Very large company","matched","IBM ","IBM CORPORATION",73,73,1.05479452054795,3.6986301369863,1,77,0.504469556417608,"exact"
"Apple Inc","3571","2014-07-03",NA,"Electronic Computer Manufacturing","United States","JARIR MARKETING CO SJSC/APPLE INC-STRATEGIC ALLIANCE",5734,"Saudi Arabia","Completed/Signed","Strategic Alliance",NA,2653435045,"United States","Americas","Apple Inc","US","CUPERTINO",2620,"GUO",164000,305971309.417227,359241000,130,5957,81,31.18,8.302,NA,NA,66713211.2538172,1,0,"Very large company","matched","APPLE","APPLE INC.",35464,35595,1.13906447534766,4.90189633375474,1.0036938867584,40544,0.427966942401026,"exact"
"Jarir Marketing Co SJSC","5942","2014-07-03",NA,"Own,operate books,electronics,toys stores","Saudi Arabia","JARIR MARKETING CO SJSC/APPLE INC-STRATEGIC ALLIANCE",5734,"Saudi Arabia","Completed/Signed","Strategic Alliance",NA,2653435045,"Saudi Arabia","Asia","Jarir Marketing Co SJSC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","JARIR MARKETINGSJSC",NA,0,0,0,0,0,0,0,"unmatched"
"IBM Corp","3571","2014-07-22",NA,"Manufacture computer products","United States","IBM/MONITISE PLC-STRATEGIC ALLIANCE",8741,"Supranational","Completed/Signed","Strategic Alliance",NA,2817847045,"United States","Americas","IBM Corp","US","ARMONK",6201,"GUO",293400,132038753.122375,137175000,804,3699,397,4.391,11.918,NA,NA,48016192.1688102,1,0,"Very large company","matched","IBM ","IBM CORPORATION",73,73,1.05479452054795,3.6986301369863,1,77,0.504469556417608,"exact"
